entry_type,cid,id,rtype,name,url,contact,description,geoextent,geocoverage,geocoverage_codes,lead_organisation_name,lead_organisation_category,start_date,active,end_date,primary_sector,secondary_sector,technology,uptake,cross_border,cross_sector,type,status,lead_organisation:name,lead_organisation:category
case,10005,50037,Project,"IoT & Blockchain Lab",http://www.itainnova.es,,"The IoT & Blockchain Lab is a innovation ecosystem in which companies, people in training, entrepreneurs and ITAINNOVA staff work together in the development of new systems and products with IoT&Blockchain and Data Analytics for Supply Chain, Transport and Industry. The objective of the lab is to generate an innovation ecosystem in which companies, people in training, entrepreneurs and ITAINNOVA staff work together in the development of new systems and products that generate high value for our society through the IoT, Blockchain and Data Analytics.",Regional,Spain,ES,"Aragon Government",Governmental,2018,Yes,,Transport,Innovation,Blockchain,Unknown,No,No,"Tracking of goods, supply chain, iot","In development","Aragon Government",Governmental
case,10005,50038,Service,TrustForWills,https://www.atsistemas.com,,"In the context of digital legacy, TrustForWills ensures the automated compliance of users' wills in case of temporary disability or death. This is a government supported initiative aimed at promoting the adoption of blockchain technology. To stimulate the generation of new business models within the legal sector by covering the management of currently unsupported patrimonies such as those pertaining to digital assets ecosystem.",National,Spain,ES,"Ministery of Economy Tourism and Digital Agenda (Spain)",Governmental,2018,Yes,,"General public services","Control and monitoring",Blockchain,Unknown,No,No,"Process digitisation","In development","Ministery of Economy Tourism and Digital Agenda (Spain)",Governmental
case,10005,50039,Service,"Distributed Open Data Portal",https://dadesobertes.valls.cat/,,"Open data portal in which the different data sets and resources are published both in the web portal and in a distributed network based on IPFS (data persistence). At the same time data is accountable by logging all changes on a distributed, immutable database (Ethereum)Improve citizen participation. Reinforce commitment with citizens. Security and resilience",Local,Spain,ES,"Ajuntament de Valls (Valls City Council)",Governmental,2019,Yes,,"General public services","Data access",Blockchain,Unknown,No,Yes,"Auditing and logging","In production","Ajuntament de Valls (Valls City Council)",Governmental
case,10005,50040,Service,"Decentralized Energy Trading Marketplace",http://news.vattenfall.com/en/article/forefront-field-trial-blockchain-technology,,"Swedish state-owned energy company Vattenfall is to collaborate with 22 other European energy trading firms to launch a blockchain-based pilot. Should the project prove successful it would become the world’s first blockchain-based trading system for wholesale energy. Vattenfall’s Business Area Markets division will conduct the pilot in order to deepen its understanding of the technology and conclude whether or not such a decentralised solution could match its existing trading platforms while simultaneously reducing cost. The trial will be managed by Hamburg-based B2B solutions provider Ponton, which will provide software that facilitates encrypted sending and receipt of orders through a decentralised order book. The trading is all managed on a peer-to-peer basis, removing the need for a central marketplace that is operated by a third party exchange or broker.",International,Sweden,SE,"Vattenfall - Business Area Markets",Governmental,2016,Yes,,"Fuel and energy","Auditing and logging",Blockchain,Unknown,Yes,No,"Disintermediation and decentralised networks","In development","Vattenfall - Business Area Markets",Governmental
case,10005,50041,Service,"e-Government Pilot Project",http://www.tcbe.ch/news/focus-2017/blockchain-technologie.html,,"Procivis, a specialist provider of electronic government services, the startup will supply the Canton of Schaffhausen with an electronic Citizen-ID based on a mobile app, which will be available to citizens free of charge. The Citizen-ID is planned to be launched later this year as a pilot project. The collaboration with the Canton of Schaffhausen marks Procivis’s first Swiss client win after having launched the beta version of its e-government platform, called “eID+”, two months ago. The Procivis solution will function as the technical backbone for identity-related online services, which form part of Schaffhausen’s citizen portal. Citizens of the canton will get access to their official, electronic Citizen-ID through a mobile application, which allows them to log on to the citizen portal and use the available government services, such as residents’ registration office or tax services.",Regional,Switzerland,CH,"Canton of Schaffhausen",Governmental,2017,Yes,,"General public services","Control and monitoring",Blockchain,Unknown,No,Yes,"Self-sovereign digital identity","In development","Canton of Schaffhausen",Governmental
case,10005,50042,Project,"Swiss Cryptovalley",https://cryptovalley.swiss/,,"On March 1, 2017, the Crypto Valley Association (CVA) launched in Zug, Switzerland with the goal of accelerating the development, deployment, and funding of blockchain technology. The CVA is a government-backed institution focused on blockchain innovation and is comprised of several major blue chip members, disruptive startups, and globally recognized leaders. The association has set up headquarters in the canton of Zug, a region of Switzerland known as “Crypto Valley.” Led by fintech and blockchain influencer Oliver Bussmann, the CVA launch members include Ethereum-based ConsenSys, Lucerne University of Applied Sciences and Arts, Luxoft, PricewaterhouseCoopers, Thomson Reuters, and UBS. The CVA will support startups and established enterprises through policy recommendations, implementing research projects, and organizing conferences, hackathons, and other blockchain-based events. Taking advantage of the country’s environment of free speech and data privacy, the CVA seeks to foster innovation within the world’s leading blockchain and cryptographic ecosystem to pioneer digital technologies within Switzerland as well as internationally.",International,Switzerland,CH,"Swiss Federal Government",Governmental,2017,Yes,,"Financial and fiscal affairs",Innovation,Blockchain,Unknown,No,No,"Disintermediation and decentralised networks","In production","Swiss Federal Government",Governmental
case,10005,50043,Service,"City of Zug Blockchain Voting Trial",https://www.coindesk.com/crypto-valley-declares-blockchain-voting-trial-a-success,,"The Swiss city launched an e-voting pilot platform built on a blockchain as part of the city’s efforts to embrace the technology. The voting process took place between June 25 and July 1, and stored both polling information and residents’ IDs on the system.""We will build the e-voting platform ‘Open Source’ so that people can understand what the technology is and how it works. We want to encourage more people to develop blockchain-based applications for governments worldwide.""",Local,Switzerland,CH,"City of Zug",Governmental,2018,Yes,,"General public services",Voting,Blockchain,Unknown,No,Yes,"Governance and voting",Pilot,"City of Zug",Governmental
case,10005,50044,Service,"e-Auction 3.0",http://govsale.com.ua/#/?_k=lo64u5,,"In October 2015 Innovations and Development Foundation began working on a next generation of decentralised, blockchain E-auction system. The platform is built for supporting non-corrupt, transparent privatisation process of state and regional property, land and enterprises. The first phase of the project was launched in February 2016.The strategy for improving the state property privatisation and lease process is based on the emerging, innovative models, that apply transformational changes to components which are relevant for Ukraine. Models offer the latest technological solutions, such as complete decentralisation/distribution based on blockchain and transparency for easy monitoring through API.",National,Ukraine,UA,"Ministry of Finance",Governmental,2015,Yes,,"Financial and fiscal affairs","Control and monitoring",Blockchain,Unknown,No,No,"Disintermediation and decentralised networks","In production","Ministry of Finance",Governmental
case,10005,50045,Service,"Project Maison",https://www.fca.org.uk/firms/regtech/our-work-programme,,"R3 CEV has partnered with Britain’s financial watchdog and two large banks to develop a blockchain-based application to improve the regulatory reporting of mortgage transactions. R3 said on Tuesday that it had developed a prototype of the system together with the Financial Conduct Authority, the Royal Bank of Scotland Group and another global bank which did not wish to be named. The system, which was built using R3’s blockchain called Corda, enables banks to generate automated delivery receipts for the regulator each time a mortgage is booked. The organizations hope that it can reduce the cost of the process and the risk of error. The FCA prototype “can give the regulator a new tool capable of overseeing mortgage activity much more quickly and efficiently than before whilst greatly reducing data inconsistencies,” Richard Crook, head of emerging technology at RBS, said in a statement.",National,"United Kingdom",GB,"Financial Conduct Authority (FCA)",Governmental,2017,Yes,,"Financial and fiscal affairs","Control and monitoring",Blockchain,Unknown,No,No,"Process digitisation","In development","Financial Conduct Authority (FCA)",Governmental
case,10005,50046,Service,"GovCoin Proof of Concept",http://www.cityam.com/245128/government-has-quietly-been-testing-blockchain-technology,,"Novel payment models will enable HM Treasury (HMT) and the Department for Work and Pensions (DWP) to distribute welfare support more efficiently and improve policy delivery. By applying DLTs in the registration and payment processes for government grants and benefits, DWP will be better equipped to: (1) Prevent financial losses through fraud and error, (2) Support the most vulnerable citizens by offering them the benefits of full financial inclusion, (3) Support the achievement of the government’s wider policy objectives, especially getting people out of poverty in a sustainable way and (4) Offer good value for money and place public expenditure on a sustainable footing. A large number of welfare claimants are un- or under-banked and face barriers to greater financial inclusion such as credit checks, access to traditional financial products, and the costs of unauthorised transactions. DLTs offer a cheap and supportive means of getting these claimants into the benefits system. Digital identities could be confirmed through distributed ledgers running on securely-encoded devices — or even through software on a mobile device — which would allow end-users to receive benefits directly, at reduced transaction costs to banks or local authorities. This may allow them to become more fully included in the financial system through a secure distribution point that is more reliable than a bank account. Such a solution could also be linked with other systems to reduce the level of fraud and official error in the delivery of benefits, as identities would be more difficult to forge. Such activities may help to achieve one of the DWP’s principal policy objectives: to lift people sustainably out of the cycle of poverty and state dependence. Through the innovative application of such technologies, it would be possible — with agreement from the benefit claimant in question — to set rules at both the recipient and merchant ends of welfare transactions. This may present the opportunity for ministers to consider options for achieving better policy outcomes from the distribution of welfare support by agreeing or setting rules around the use of benefits.",National,"United Kingdom",GB,"Department of Work and Pensions",Governmental,2016,Yes,,"Social protection","Financial support",Blockchain,Unknown,No,Yes,"Process digitisation","In development","Department of Work and Pensions",Governmental
case,10005,50047,Service,"RMG® The New Digital Gold Standard",http://www.royalmint.com/rmg,,"The Royal Mint, the world's leading export mint, and CME Group, the world's leading and most diverse derivatives marketplace, announced a collaboration to transform the way that market participants can trade gold. The Royal Mint, a 1,000-year-old institution owned by HM Treasury, has partnered with CME Group to build and launch a digitised gold offering called Royal Mint Gold (RMG). RMG will change the way traders and investors trade, execute and settle gold. The innovative new product will see The Royal Mint issue RMG as a digital record of ownership for gold stored at its highly-secure on-site bullion vault storage facility. CME Group will develop, implement and operate the product’s digital trading platform. Taken together, this new service will provide an easier, cost-effective and cryptographically secure alternative to buying, holding and trading spot gold.",National,"United Kingdom",GB,"The Royal Mint",Governmental,2018,Yes,,"Financial and fiscal affairs","Control and monitoring",Blockchain,Unknown,No,No,"Process digitisation","In production","The Royal Mint",Governmental
case,10005,50048,Service,"Distributed Ledger-based Gross Settlement System",https://www.bankofengland.co.uk/research/fintech/proof-of-concept,,"The Bank of England wants to open its interbank settlement service to blockchain technologies as part of a major revamp of the system. The bank is not suggesting that U.K. banks should begin processing bitcoin payments as a matter of routine. However, it does want the replacement for its aging real-time gross settlement (RTGS) system to be ready for whatever the industry is likely to throw at it when it goes into service in 2020. It identified five key strategic drivers for the new RTGS system in a consultation document, ""A new RTGS service for the U.K.: safeguarding stability, enabling innovation"". Among them, it lists the need to interface with new technologies such as distributed ledgers. These are often referred to as blockchains, and include systems such as bitcoin and Ethereum. In the bank's view, these systems -- and, indeed, the entire concept of distributed ledgers -- are still in their infancy, but if they achieve critical mass, it wants to be ready for them.",National,"United Kingdom",GB,"Bank of England",Governmental,2017,Yes,,"Financial and fiscal affairs",Innovation,Blockchain,Unknown,No,Yes,"Process digitisation","In development","Bank of England",Governmental
case,10005,50049,Service,"Food Standards Agency",https://www.coindesk.com/uk-food-watchdog-trials-blockchain-meat-inspection/,,"The U.K.’s Food Standards Agency (FSA), a safety watchdog, has successfully piloted a blockchain-based supply chain monitoring system. The trial tracked meat produced in an unnamed cattle slaughterhouse, providing “improved transparency” throughout the supply chain, according to a press release. Both the slaughterhouse and the FSA tracked data provided in the trial.“Our approach has been to develop data standards with industry that will make theory reality and I’m delighted that we’ve been able to show that blockchain does indeed work in this part of the food industry. I think there are great opportunities now for industry and government to work together to expand and develop this approach.”",National,"United Kingdom",GB,"Food Standards Agency",Governmental,2018,Yes,,"Agriculture, forestry, fishing and hunting","Control and monitoring",Blockchain,Unknown,No,No,"Tracking of goods, supply chain, iot",Pilot,"Food Standards Agency",Governmental
case,10006,60001,Service,"Open Data Österreich",https://www.data.gv.at/katalog/api/3,,"API of the Austrian national open data catalogue.",National,Austria,AT,"Cooperation Open Government Data Austria",Governmental,2012,Yes,,"General public services","Data access",Api,Unknown,No,Yes,"Data access and reuse","In production","Cooperation Open Government Data Austria",Governmental
case,10006,60002,Service,"Austrian geodata catalogue",https://geometadaten.lfrz.at/at.lfrz.discoveryservices/srv/de/csw202?SERVICE=CSW&REQUEST=GetCapabilities,,"API of the Austrian national geodata catalogue.",National,Austria,AT,"Federal Ministry for Sustainability and Tourism",Governmental,2011,Yes,,"Environmental protection","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Federal Ministry for Sustainability and Tourism",Governmental
case,10006,60003,Service,Data.gov.be,https://data.gov.be/en/api,,"API of the Belgian national data catalogue.",National,Belgium,BE,"Government of Belgium",Governmental,2011,Yes,,"General public services","Data access",Api,Unknown,No,Yes,"Data access and reuse","In production","Government of Belgium",Governmental
case,10006,60004,Service,geo.be,https://csw.geo.be/eng/csw?SERVICE=CSW&VERSION=2.0.2&REQUEST=GetCapabilities,,"API of the geodata catalogue of the Belgian federal institutions.",National,Belgium,BE,"Government of Belgium",Governmental,2011,Yes,,"Environmental protection","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Government of Belgium",Governmental
case,10006,60005,Service,geo.brussels,https://geobru.irisnet.be/en/webservices/,,"API of the Brussels geodata catalogue.",Local,Belgium,BE,"City of Brussels",Governmental,2011,Yes,,"Environmental protection","Data access",Api,Unknown,No,Yes,"Data access and reuse","In production","City of Brussels",Governmental
case,10006,60006,Service,"Flanders INSPIRE Geoportal",https://geonetwork.geopunt.be/zoekdienst/srv/eng/csw,,"API of the Flanders INSPIRE data catalogue.",Regional,Belgium,BE,"Region Flanders",Governmental,2011,Yes,,"Environmental protection","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Region Flanders",Governmental
case,10006,60007,Service,"Flanders open data catalogue",https://overheid.vlaanderen.be/webdiensten-ons-api-aanbod,,"APIs of the Flanders open data catalogue.",Regional,Belgium,BE,"Flanders Information Agency",Governmental,2014,Yes,,"General public services","Data access",Api,Unknown,No,Yes,"Data access and reuse","In production","Flanders Information Agency",Governmental
case,10006,60008,Service,"Cable and Line Information Portal (KLIP)",https://klip.vlaanderen.be/api,,"API of the Flanders Cable and Line Information Portal (KLIP).",Regional,Belgium,BE,"Flanders Underground Utility Location System (KLIP)",Governmental,2015,Yes,,"General public services","Data access",Api,Unknown,No,No,"Service integration","In production","Flanders Underground Utility Location System (KLIP)",Governmental
case,10006,60009,Service,"FRIS Onderzoeksportaal",https://frisr4.researchportal.be/ws/,,"APIs of the Flanders research information portal.",Regional,Belgium,BE,"Flanders Research Information Space (FRIS)",Governmental,2018,Yes,,"Basic research","Data access",Api,Unknown,No,Yes,"Service integration","In production","Flanders Research Information Space (FRIS)",Governmental
case,10006,60010,Service,"Gent Open Data Portaal",https://data.stad.gent/api/v1/console/,,"API of the Ghent data catalogue.",Local,Belgium,BE,"City of Ghent",Governmental,2011,Yes,,"General public services","Data access",Api,Unknown,No,Yes,"Data access and reuse","In production","City of Ghent",Governmental
case,10006,60011,Service,"Metawal - Catalogue pour l'information géographique de Wallonie",https://metawal.wallonie.be/geonetwork/srv/eng/csw?SERVICE=CSW&VERSION=2.0.2&REQUEST=GetCapabilities,,"API of the Wallonie geodata catalogue.",Regional,Belgium,BE,"Region Wallonia",Governmental,2013,Yes,,"Environmental protection","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Region Wallonia",Governmental
case,10006,60012,Service,"Open Data Bulgaria",https://data.egov.bg/,,"API of the Bulgarian national data catalogue.",National,Bulgaria,BG,"Administration Council of Ministers",Governmental,2014,Yes,,"General public services","Data access",Api,Unknown,No,Yes,"Data access and reuse","In production","Administration Council of Ministers",Governmental
case,10006,60013,Service,"Bulgaria National Geoportal",https://inspire-catalogue.egov.bg/,,"API of the Bulgarian INSPIRE geoportal.",National,Bulgaria,BG,"Government of Bulgaria",Governmental,2012,Yes,,"Environmental protection","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Government of Bulgaria",Governmental
case,10006,60014,Service,"European Centre for Medium-Range Weather Forecasts (ECMWF)",http://apps.ecmwf.int/datasets/data/tigge/levtype=sfc/type=cf/,,"API of the European Centre for Medium-Range Weather Forecasts (ECMWF) data catalogue.",International,"European Union",,"European Centre for Medium-Range Weather Forecasts (ECMWF)",Governmental,2015,Yes,,"General public services","Data access",Api,Unknown,Yes,No,"Data access and reuse","In production","European Centre for Medium-Range Weather Forecasts (ECMWF)",Governmental
case,10006,60015,Service,"European Marine Observation and Data Network (EMODNET)",http://www.emodnet-biology.eu/emodnet-biology-api,,"API  of the European Marine Observation and Data Network (EMODNET) data catalogue.",International,"European Union",,"European Comission, European Marine Observation and Data Network (EMODNet)",Governmental,2017,Yes,,"Environmental protection","Data access",Api,Unknown,Yes,No,"Data access and reuse","In production","European Comission, European Marine Observation and Data Network (EMODNet)",Governmental
case,10006,60016,Service,YourDataStories,http://dev.yourdatastories.eu/YDS-docs/API,,YourDataStories,International,"European Union",,"YourDataStories (YDS)",Governmental,2015,Yes,,"General public services","Data access",Api,Unknown,No,Yes,"Data access and reuse","In production","YourDataStories (YDS)",Governmental
case,10006,60017,Service,"Croatia National Geoportal",http://geoportal.nipp.hr/geonetwork/srv/hrv/csw-inspire,,"API  of the Croatian national geodata catalogue.",National,"European Union",,"Government of Croatia",Governmental,2013,Yes,,"Environmental protection","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Government of Croatia",Governmental
case,10006,60018,Service,"Cyprus National Geoportal",https://eservices.dls.moi.gov.cy/geoportal_inspire/csw,,"API of the Cyprus national geodata catalogue.",National,Cyprus,CY,"Government of Cyprus",Governmental,2012,Yes,,"Environmental protection","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Government of Cyprus",Governmental
case,10006,60019,Service,"Access to Registers of Economic Subjects / Entities (ARES)",http://wwwinfo.mfcr.cz/ares/ares.html.en,,"Access to Registers of Economic Subjects / Entities is an information system allowing a retrieval of information on economic entities registered in the Czech Republic. This system intermediates a display of data from particular registers of the state administration (called source registers) in which the data concerned is kept.",National,Czechia,CZ,"Government of Czechia",Governmental,2013,Yes,,"Financial and fiscal affairs","Data access",Api,Unknown,No,Yes,"Service integration","In production","Government of Czechia",Governmental
case,10006,60020,Service,"Czech Cadastre Web Services",https://www.cuzk.cz/English/Cadastre-of-Real-Estate/Provision-of-data/Remote-Access/Web-Services-of-the-Remote-Access.aspx,,"Web Services of the Remote Access to the Data of the Cadastre of Real Estate of the Czech Republic.",National,Czechia,CZ,Kadaster,Governmental,2013,Yes,,"General public services","Data access",Api,Unknown,No,No,"Service integration","In production",Kadaster,Governmental
case,10006,60021,Service,"Czech National Opendata Catalogue",https://data.gov.cz/,,"API of the Czech national data catalogue.",National,Czechia,CZ,"Government of Czechia",Governmental,2018,Yes,,"General public services","Data access",Api,Unknown,No,Yes,"Data access and reuse","In production","Government of Czechia",Governmental
case,10006,60022,Service,"Geoportal ČÚZK",https://geoportal.cuzk.cz/,,"API of the Czech national geodata catalogue.",National,Czechia,CZ,"Government of Czechia",Governmental,2012,Yes,,"Environmental protection","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Government of Czechia",Governmental
case,10006,60023,Service,"Czech Mapybezbarier",https://mapybezbarier.docs.apiary.io/#,,"The API of accessibility maps mapybezbarier.cz is used to export map objects to XML, JSON and CSV format. An SPARQL endpoint is available for the RDF format.",National,Czechia,CZ,"Maps without Barries",Governmental,2016,Yes,,"Social protection","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Maps without Barries",Governmental
case,10006,60024,Service,"Czech TARIC Custom Administration",http://app.celnisprava.cz/TARICWS/PublicService.asmx?WSDL,,"API  of the Czech TARIC custom administration.",National,Czechia,CZ,"Customs administration",Governmental,2012,Yes,,"Financial and fiscal affairs","Data access",Api,Unknown,No,No,"Service integration","In production","Customs administration",Governmental
case,10006,60025,Service,"Open Data CEDR III",http://cedr.mfcr.cz/cedr3internetv419/OpenData/DocumentationPage.aspx,,"The General Financial Directorate publishes on this website the data contained in the Central Register of Subsidies (CEDR III) in machine-readable format.",National,Czechia,CZ,"General Financial Directorate",Governmental,2012,Yes,,"Social protection","Data access",Api,Unknown,No,No,"Data access and reuse","In production","General Financial Directorate",Governmental
case,10006,60026,Service,"Copenhagen parking",https://cphsolutionslab.dk/content/3-news/10-the-road-to-smart-parking/smart-p-folder-ny-002.pdf,,"Copenhagen parking",Local,Denmark,DK,"City of Copenhagen",Governmental,2017,Yes,,Transport,"Data access",Api,Unknown,No,No,"Service integration","In production","City of Copenhagen",Governmental
case,10006,60027,Service,"Denmark Adresses Web API (DAWA)",http://dawa.aws.dk/dok/api,,"Denmark's Addresses Web API (DAWA) exhibits data and functionality regarding Denmark's addresses. DAWA can be used to establish address data and functionality in IT systems. The target audience for this website is developers who want to implement address data and functionality in their IT systems. In addition to the address area, DAWA also contains data and functionality regarding areas that are closely related to the address. These are the areas Denmark's Administrative Geographical Division (DAGI), the Land Registry Map, the Building and Housing Register and Danish Place Names.",National,Denmark,DK,"Agency for Data Supply and Efficiency",Governmental,2014,Yes,,"General public services","Data access",Api,Unknown,No,No,"Service integration","In production","Agency for Data Supply and Efficiency",Governmental
case,10006,60028,Service,"Denmark Central Company Registry",https://data.virk.dk/datakatalog/erhvervsstyrelsen/system-til-system-adgang-til-cvr-data,,"The Central Business Register (CVR) contains primary data on all businesses in Denmark, both public and private. The CVR API allows users to access this information programmatically using SOAP calls. The register contains business's names, addresses, industry information, telecommunications data, etc. The CVR includes both active and historic legal entities. Most portions of the website are provided in both Danish and English, but some are only given in Danish.",National,Denmark,DK,"Central Company Registry",Governmental,2015,Yes,,"Financial and fiscal affairs","Data access",Api,Unknown,No,No,"Service integration","In production","Central Company Registry",Governmental
case,10006,60029,Service,"Denmark Customs and Tax Administration",https://datahub.virk.dk/dataset/system-til-system-adgang-til-cvr-data/resource/d79bf78d-30a9-4e17-8f01-84b25ba7499a,,"API to access data from the Denmark Customs and Tax Administration (SKAT).",National,Denmark,DK,"Customs and Tax Administration",Governmental,2015,Yes,,"Financial and fiscal affairs","Data access",Api,Unknown,No,No,"Service integration","In production","Customs and Tax Administration",Governmental
case,10006,60030,Service,Datafordeler.dk,https://datafordeler.dk/dataoversigt/,,"API of the Denmark catalogue of base data.",National,Denmark,DK,"Agency for Data Supply and Efficiency",Governmental,2017,Yes,,"General public services","Data access",Api,Unknown,No,Yes,"Data access and reuse","In production","Agency for Data Supply and Efficiency",Governmental
case,10006,60031,Service,"Denmark geodata",https://geodata-info.dk:/srv/dan/csw,,"API of the Danish national geodata catalogue.",National,Denmark,DK,"Government of Denmark",Governmental,2012,Yes,,"Environmental protection","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Government of Denmark",Governmental
case,10006,60032,Service,"Danish Map Supply service",https://kortforsyningen.dk/indhold/webservice-liste,,"APIs of the Danish Maps Supply service.",National,Denmark,DK,"Agency for Data Supply and Efficiency",Governmental,2015,Yes,,"Environmental protection","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Agency for Data Supply and Efficiency",Governmental
case,10006,60033,Service,"Denmark National Service Platform (NSP) healthcare",https://www.nspop.dk/display/web/NSP+services,,"The national services offered via NSP are a range of different types of services. There is access to a number of national registers such as. The CPR Register and the Authorization Register. There is an option for access to national services such as the Joint Medical Card (FMK) and Birth Reporting. Finally, a generic account of certificate-level ID cards for use in national services is offered.",National,Denmark,DK,"Healthcare Denmark",Governmental,2014,Yes,,Health,"Data access",Api,Unknown,No,Yes,"Service integration","In production","Healthcare Denmark",Governmental
case,10006,60034,Service,"Denmark Environmental Portal",https://danmarksmiljoeportal.zendesk.com/hc/da/sections/201715845-Services-og-udvikling,,"Danmarks Miljøportal (Denmark Environmental Portal) makes a number of web services available to everyone for free. Web services provide access to the Environmental Portal's databases. The purpose of exhibiting web services is that the authorities themselves can get IT suppliers to tailor applications and user interfaces that support the authorities' needs in connection with reporting and retrieving data from Denmark's Environmental Portal's databases.",National,Denmark,DK,"Denmark's Environment Portal",Governmental,2014,Yes,,"Environmental protection","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Denmark's Environment Portal",Governmental
case,10006,60035,Service,"Denmark Statistics",https://www.dst.dk/da/Statistik/brug-statistikken/muligheder-i-statistikbanken/api,,"With Statistics Denmark's API for StatBank Denmark, it is possible to programmatically access all published data in StatBank Norway.",National,Denmark,DK,"Government of Denmark, Statistics",Governmental,2014,Yes,,"Overall planning and statistical services","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Government of Denmark, Statistics",Governmental
case,10006,60036,Service,"Estonia Center for Health and Welfare Information Systems",https://www.tehik.ee/tervis/arendaja/,,"APIs of the Estonia Center for Health and Welfare Information Systems.",National,Estonia,EE,"Center for Health and Welfare Information Systems",Governmental,2008,Yes,,Health,"Data access",Api,Unknown,No,No,"Service integration","In production","Center for Health and Welfare Information Systems",Governmental
case,10006,60037,Service,"Estonia Company Registration (RIK)",http://www.rik.ee/en/other-services/company-registration-api,,"The Estonia Company Registration API is a set of X-Road services that upon implementation enable to submit applications to the Business Register for establishing a private limited company in simplified procedure. Establishing a private limited company in simplified procedure means most options are pre-selected for the applicant. In addition, the service includes checking the uniqueness of the company name. A  company, bank or start-up that has implemented the aforementioned X-Road services has the possibility to create their own environment - webpage or mobile application –  and offer the service of establishing a private limited company to their clients.",National,Estonia,EE,"Centre of Registers and Information Systems",Governmental,2007,Yes,,"Financial and fiscal affairs","Data access",Api,Unknown,No,No,"Service integration","In production","Centre of Registers and Information Systems",Governmental
case,10006,60038,Service,"Estonia geodata",https://geoportaal.maaamet.ee/est/INSPIRE-teenused-p17.html,,"APIs of the Estonian national geodata catalogue. The Estonian geoportal is a ""gateway"" through which spatial data in the area of ​​administration of the Estonian state and local governments and other legal persons in public law are published and made available. The portal is part of the Estonian spatial data infrastructure , which in turn forms part of the European Community's spatial data infrastructure INSPIRE .",National,Estonia,EE,"Government of Estonia",Governmental,2012,Yes,,"Environmental protection","Data access",Api,Unknown,No,No,"Data access and reuse","In production","Government of Estonia",Governmental
case,10006,60039,Service,"Copernicus Open Access Hub",https://scihub.copernicus.eu/twiki/do/view/SciHubWebPortal/APIHubDescription,,"The Copernicus Open Access API Hub is dedicated to users of the scripting interface. The API Hub Access is currently available for all users registered on SciHub. The same user credentials are made valid to access this site within 1 week from the registration on SciHub. Any following modification performed by the user on the SciHub account (e.g. new password, e-mail, country, etc.) is transferred to API Hub within 1 week from the update. The API Hub may be accessed through the URL https://scihub.copernicus.eu/apihub/. This implies that the OpenSearch API is published at https://scihub.copernicus.eu/apihub/search and the OpenData API is published at https://scihub.copernicus.eu/apihub/odata/v1. The API Hub is managed with the same quota restrictions, ie. a limit of two parallel downloads per user. The site is publishing precisely the same data content as the Scientific Data Hub (both Sentinel-1 and Sentinel-2).",International,"European Union",,Copernicus,Governmental,2017,Yes,,"Environmental protection","Data access",Api,Unknown,Yes,No,"Data access and reuse","In production",Copernicus,Governmental
case,10006,60040,Service,"Digital Agenda Key Indicators",https://semantic.digital-agenda-data.eu/dataset/digital-agenda-scoreboard-key-indicators,,"API of the EU Digital Agenda Key Indicators.",International,"European Union",,"European Commission",Governmental,2014,Yes,,"Overall planning and statistical services","Data access",Api,Unknown,Yes,Yes,"Data access and reuse","In production","European Commission",Governmental
case,10006,60041,Service,"EU Open Data Portal",https://data.europa.eu/euodp/en/data/dataset/eu-open-data-portal-api,,"The REST API is one of the ways to access the EU Open Data Portal. Under API are available the portal core functionalities. This encompasses all you can do with the web interface. The information retrieved can thus be used by external code that calls the portal API.",International,"European Union",,"European Commission, Open Data Portal",Governmental,2012,Yes,,"General public services","Data access",Api,Unknown,Yes,Yes,"Data access and reuse","In production","European Commission, Open Data Portal",Governmental
case,10006,60042,Service,"European Chemicals Agency (ECHA) IUCLID chemical substances",https://iuclid6.echa.europa.eu/public-api,,"API of the European Chemicals Agency (ECHA) IUCLID chemical substances. Since version 1.2.0 (January 2017), IUCLID 6 comes with support for web services out of the box (both Desktop and Server versions). IUCLID 6 offers a public REST Web Services API (IUCLID6 Public REST API) for external systems for integration. This API will be maintained and backward compatibility will be ensured.",International,"European Union",,"European Chemicals Agency (ECHA)",Governmental,2017,Yes,,"Environmental protection","Data access",Api,Unknown,Yes,No,"Data access and reuse","In production","European Chemicals Agency (ECHA)",Governmental
